"","stars","review_count","BikeParking","BusinessParking","HasTV","NoiseLevel","hours.time"
"2902",4,48,FALSE,"YES",TRUE,"average",90
"2907",4,111,FALSE,"YES",TRUE,"average",84
"2908",3.5,117,FALSE,"YES",TRUE,"quiet",45
"2910",4,75,FALSE,"NO",FALSE,"average",24
"2911",3.5,93,TRUE,"YES",TRUE,"average",91
"2913",3.5,185,TRUE,"YES",FALSE,"average",77
"2914",4.5,60,TRUE,"YES",TRUE,"average",89
"2915",4,13,TRUE,"YES",TRUE,"average",76.5
"2917",3.5,129,TRUE,"YES",FALSE,"average",66
"2918",2.5,76,TRUE,"YES",TRUE,"quiet",74
"2919",4.5,39,TRUE,"NO",TRUE,"quiet",74
"2923",4.5,79,TRUE,"YES",TRUE,"loud",79
"2924",4,239,TRUE,"YES",TRUE,"average",96
"2925",3,30,TRUE,"YES",TRUE,"loud",60
"2926",4,79,TRUE,"YES",TRUE,"loud",105
"2928",4,15,TRUE,"YES",TRUE,"average",94
"2930",3.5,60,FALSE,"YES",TRUE,"average",60
"2932",3,69,FALSE,"YES",TRUE,"average",95
"2934",3.5,113,FALSE,"YES",TRUE,"quiet",76.5
"2935",4,108,FALSE,"YES",TRUE,"average",55
"2936",5,4,FALSE,"NO",TRUE,"average",64
"2937",3.5,40,TRUE,"YES",TRUE,"quiet",34
"2940",3.5,109,TRUE,"YES",TRUE,"loud",104
"2941",3.5,50,TRUE,"YES",TRUE,"average",70
"2942",3,47,FALSE,"YES",TRUE,"average",79
"2943",4,511,FALSE,"YES",TRUE,"average",53
"2946",4,72,TRUE,"YES",TRUE,"average",105
"2948",4,17,FALSE,"NO",TRUE,"average",71
"2952",4,47,TRUE,"YES",TRUE,"average",67
"2953",4.5,40,TRUE,"YES",FALSE,"average",56
"2954",4.5,35,TRUE,"YES",TRUE,"average",48
"2958",3.5,10,TRUE,"YES",TRUE,"average",108.5
"2961",4,71,TRUE,"YES",TRUE,"very_loud",86.5
"2962",2,35,TRUE,"YES",TRUE,"quiet",79
"2964",4.5,534,TRUE,"YES",TRUE,"average",66
"2969",4,14,TRUE,"NO",TRUE,"average",91
"2970",4,244,TRUE,"YES",TRUE,"average",66
"2971",4,17,TRUE,"NO",TRUE,"average",103.5
"2973",4,155,TRUE,"YES",TRUE,"average",95
"2974",4.5,575,TRUE,"YES",TRUE,"average",88
"2977",4,88,TRUE,"NO",TRUE,"quiet",77.5
"2980",3,58,TRUE,"YES",TRUE,"average",95
"2981",3.5,61,FALSE,"YES",TRUE,"loud",38
"2982",4,112,TRUE,"YES",TRUE,"average",102
"2984",3,20,FALSE,"YES",TRUE,"very_loud",108.5
"2985",2.5,16,TRUE,"YES",TRUE,"quiet",75
"2988",3.5,72,TRUE,"YES",TRUE,"average",105
"2989",3.5,40,TRUE,"NO",TRUE,"quiet",80.5
"2992",4.5,37,FALSE,"NO",TRUE,"quiet",57
"2993",4,138,TRUE,"YES",TRUE,"average",34.5
"2996",3,70,TRUE,"YES",TRUE,"loud",71
"2998",3,164,TRUE,"YES",FALSE,"average",72
"2999",3.5,34,TRUE,"YES",TRUE,"average",108.5
"3000",3,92,TRUE,"YES",TRUE,"average",61
"3004",3.5,25,TRUE,"YES",TRUE,"average",99
"3005",3,44,TRUE,"YES",TRUE,"average",66
"3009",4,40,TRUE,"YES",TRUE,"quiet",52.5
"3010",3.5,34,TRUE,"NO",TRUE,"average",105
"3011",3,37,FALSE,"YES",TRUE,"average",92
"3012",4,676,TRUE,"YES",TRUE,"loud",78
"3013",4.5,64,TRUE,"YES",TRUE,"average",108.5
"3015",3.5,28,FALSE,"YES",TRUE,"quiet",54
"3016",4.5,83,TRUE,"YES",TRUE,"average",77
"3019",4,200,TRUE,"YES",TRUE,"average",62
"3021",4,124,TRUE,"YES",TRUE,"average",51
"3023",4.5,179,FALSE,"YES",TRUE,"average",36
"3026",3,25,TRUE,"NO",TRUE,"average",101
"3027",3,14,FALSE,"YES",TRUE,"average",87.5
"3028",3.5,61,TRUE,"YES",TRUE,"average",75
"3029",3,58,TRUE,"NO",TRUE,"average",95
"3030",3.5,48,TRUE,"YES",TRUE,"average",80
"3031",4.5,7,FALSE,"YES",FALSE,"loud",77
"3035",4.5,43,TRUE,"YES",FALSE,"average",66
"3037",2.5,34,FALSE,"YES",TRUE,"very_loud",105
"3038",2.5,46,TRUE,"YES",TRUE,"loud",101
"3041",4.5,55,TRUE,"YES",TRUE,"loud",84
"3043",3,7,TRUE,"YES",TRUE,"loud",112
"3044",3,72,TRUE,"YES",TRUE,"average",60.5
"3046",3,31,FALSE,"YES",TRUE,"average",112
"3048",3.5,194,TRUE,"YES",TRUE,"average",98
"3052",3.5,71,TRUE,"YES",TRUE,"average",99
"3056",3.5,73,FALSE,"YES",TRUE,"average",88
"3057",4,60,FALSE,"YES",TRUE,"quiet",59.5
"3058",3.5,10,TRUE,"NO",TRUE,"average",105
"3060",3,188,TRUE,"YES",TRUE,"average",112
"3061",3.5,48,FALSE,"YES",TRUE,"average",54.5
"3062",3,71,TRUE,"YES",TRUE,"average",79
"3063",3,57,TRUE,"YES",TRUE,"average",67
"3064",4,7,TRUE,"YES",TRUE,"very_loud",101.5
"3072",4.5,50,TRUE,"NO",TRUE,"very_loud",32
"3073",3.5,56,TRUE,"YES",TRUE,"average",77
"3074",3.5,216,TRUE,"YES",TRUE,"average",80
"3075",2.5,8,FALSE,"YES",TRUE,"loud",81
"3076",3.5,60,TRUE,"YES",TRUE,"loud",90
"3079",3,17,TRUE,"YES",TRUE,"loud",64.5
"3080",2.5,14,TRUE,"NO",TRUE,"quiet",52
"3081",4,90,TRUE,"YES",TRUE,"average",77
"3082",3,63,TRUE,"YES",TRUE,"average",92
"3084",2.5,12,TRUE,"YES",TRUE,"loud",95
"3085",4.5,88,TRUE,"YES",TRUE,"average",86
"3086",4,343,TRUE,"YES",TRUE,"loud",83
"3087",4,231,TRUE,"YES",TRUE,"average",71.25
"3088",2.5,53,FALSE,"YES",TRUE,"loud",100
"3089",3.5,61,TRUE,"YES",TRUE,"average",70
"3090",2.5,157,FALSE,"YES",TRUE,"very_loud",96
"3091",3.5,116,FALSE,"YES",TRUE,"quiet",78
"3092",4,159,TRUE,"YES",TRUE,"average",80
"3094",3,60,FALSE,"YES",TRUE,"average",92
"3095",2.5,66,TRUE,"YES",TRUE,"average",92
"3096",3.5,3,TRUE,"NO",TRUE,"average",39.5
"3097",3.5,83,TRUE,"NO",TRUE,"average",108.5
"3099",2.5,8,TRUE,"YES",TRUE,"average",72
"3100",4.5,51,TRUE,"YES",TRUE,"average",72
"3103",4,10,FALSE,"YES",TRUE,"average",108.5
"3104",3.5,83,FALSE,"YES",FALSE,"average",98
"3105",4,96,TRUE,"YES",TRUE,"loud",45
"3106",3.5,27,TRUE,"YES",TRUE,"average",33
"3110",3.5,63,TRUE,"YES",TRUE,"average",67
"3115",4,276,TRUE,"YES",TRUE,"average",70.5
"3116",4,15,TRUE,"YES",FALSE,"quiet",64.5
"3117",4,64,TRUE,"NO",TRUE,"loud",90
"3119",3,30,TRUE,"YES",TRUE,"average",79
"3121",4.5,187,TRUE,"YES",TRUE,"average",64
"3128",4,40,FALSE,"YES",TRUE,"average",59
"3131",4,8,TRUE,"NO",TRUE,"loud",86
"3138",3.5,12,TRUE,"YES",TRUE,"quiet",73.5
"3139",3,11,TRUE,"YES",TRUE,"loud",88.5
"3140",3.5,60,TRUE,"YES",TRUE,"quiet",108
"3141",3,93,TRUE,"YES",FALSE,"average",60
"3142",2,25,TRUE,"YES",TRUE,"quiet",127
"3143",3.5,41,TRUE,"YES",TRUE,"average",57
"3145",2.5,38,TRUE,"YES",TRUE,"loud",62.5
"3146",3.5,76,TRUE,"YES",TRUE,"very_loud",56.5
"3152",4,121,TRUE,"YES",TRUE,"average",39
"3153",4,295,TRUE,"YES",TRUE,"average",79
"3155",2.5,40,FALSE,"YES",TRUE,"average",82
"3156",3.5,32,TRUE,"YES",TRUE,"average",74
"3157",4,139,TRUE,"YES",FALSE,"average",64.5
"3158",4,103,FALSE,"YES",TRUE,"average",68.5
"3162",3,14,TRUE,"NO",TRUE,"average",51
"3163",3,17,FALSE,"YES",TRUE,"very_loud",86
"3165",4.5,21,TRUE,"YES",TRUE,"average",44.5
"3166",2.5,43,TRUE,"NO",TRUE,"loud",63
"3167",2.5,74,TRUE,"YES",TRUE,"loud",105
"3170",4,277,TRUE,"YES",TRUE,"average",57
"3174",3.5,50,TRUE,"YES",TRUE,"average",66
"3177",2.5,42,FALSE,"YES",TRUE,"average",55
"3181",4,63,TRUE,"YES",TRUE,"loud",59
"3182",4,183,TRUE,"YES",FALSE,"average",70
"3184",3.5,60,TRUE,"YES",TRUE,"average",108.5
"3186",4,105,FALSE,"YES",TRUE,"average",109.5
"3187",3.5,51,TRUE,"YES",TRUE,"average",70
"3189",4,44,FALSE,"YES",TRUE,"average",76
"3190",2.5,8,TRUE,"YES",TRUE,"quiet",46
"3196",4,71,TRUE,"YES",TRUE,"average",59
"3199",3,61,TRUE,"NO",TRUE,"average",76
"3203",4,464,TRUE,"YES",TRUE,"average",88
"3205",4.5,182,TRUE,"YES",TRUE,"average",42
"3209",4,141,FALSE,"YES",TRUE,"average",76
"3210",4,119,TRUE,"YES",TRUE,"quiet",60
"3211",4,147,TRUE,"YES",TRUE,"average",104
"3212",4,318,TRUE,"YES",TRUE,"average",80
"3213",3.5,77,TRUE,"YES",FALSE,"loud",53.5
"3217",2.5,130,TRUE,"YES",TRUE,"average",105
"3219",3,31,TRUE,"YES",TRUE,"average",108
"3220",3,32,TRUE,"YES",TRUE,"loud",101
"3222",4,109,TRUE,"YES",TRUE,"average",80
"3226",4,89,FALSE,"YES",TRUE,"quiet",25
"3230",4,347,TRUE,"YES",TRUE,"average",79
"3232",4.5,114,TRUE,"YES",TRUE,"average",75
"3233",4,108,TRUE,"YES",TRUE,"average",30
"3235",3.5,100,TRUE,"YES",FALSE,"average",28
"3236",3,170,TRUE,"YES",TRUE,"loud",48
"3240",2.5,53,FALSE,"YES",TRUE,"average",79
"3241",3.5,164,FALSE,"YES",TRUE,"average",110
"3245",4,5,TRUE,"NO",TRUE,"quiet",140
"3249",3.5,61,FALSE,"YES",TRUE,"average",79
"3250",4.5,140,FALSE,"YES",TRUE,"average",56
"3251",3,80,TRUE,"YES",TRUE,"loud",99
"3254",4,60,TRUE,"YES",TRUE,"average",46
"3257",3,67,FALSE,"YES",TRUE,"loud",99
"3262",4.5,186,TRUE,"YES",TRUE,"average",38
"3263",4,31,TRUE,"YES",TRUE,"loud",108.5
"3264",3,10,FALSE,"NO",TRUE,"average",86
"3268",4,83,TRUE,"YES",TRUE,"average",37.5
"3272",3,82,TRUE,"YES",TRUE,"average",99
"3274",4,293,TRUE,"YES",TRUE,"average",62.5
"3276",4,32,TRUE,"YES",TRUE,"loud",40
"3277",4.5,127,TRUE,"NO",TRUE,"average",48
"3278",2.5,125,TRUE,"YES",TRUE,"very_loud",86
"3279",3,177,TRUE,"YES",TRUE,"loud",100
"3283",3,78,TRUE,"YES",TRUE,"average",105
"3285",3,27,TRUE,"YES",TRUE,"very_loud",70
"3286",3.5,224,TRUE,"YES",TRUE,"average",27
"3290",4,43,TRUE,"NO",FALSE,"quiet",35
"3291",3.5,10,FALSE,"NO",TRUE,"average",105
"3294",3,56,FALSE,"NO",TRUE,"quiet",99.5
"3295",3.5,15,TRUE,"NO",TRUE,"average",130
"3296",3.5,28,TRUE,"YES",TRUE,"average",77.5
"3297",2.5,14,FALSE,"NO",TRUE,"loud",105
"3299",3,68,FALSE,"YES",TRUE,"average",92
"3300",3.5,71,TRUE,"YES",TRUE,"average",98
"3301",3.5,28,TRUE,"YES",TRUE,"very_loud",36
"3302",3,41,TRUE,"YES",TRUE,"loud",77
"3304",4,232,TRUE,"YES",TRUE,"average",102
"3306",2.5,31,FALSE,"YES",TRUE,"loud",92
"3314",3,62,FALSE,"YES",TRUE,"average",86
"3318",4.5,28,FALSE,"YES",TRUE,"loud",73.5
"3323",4,83,TRUE,"YES",TRUE,"average",91
"3324",2.5,14,TRUE,"NO",TRUE,"loud",100
"3327",3.5,46,FALSE,"YES",TRUE,"average",50.5
"3328",3.5,99,TRUE,"NO",TRUE,"average",74
"3329",3,34,TRUE,"NO",TRUE,"very_loud",60.5
"3330",4,95,TRUE,"YES",FALSE,"average",109
"3332",3,76,TRUE,"YES",TRUE,"average",92
"3333",3,139,FALSE,"YES",TRUE,"average",93
"3334",2.5,6,FALSE,"YES",TRUE,"very_loud",76
"3335",3.5,122,TRUE,"YES",TRUE,"loud",120
"3336",4,143,TRUE,"YES",TRUE,"average",93
"3338",4,270,TRUE,"YES",TRUE,"average",43
"3339",2.5,45,FALSE,"NO",TRUE,"loud",79
"3344",4.5,42,TRUE,"YES",TRUE,"quiet",73
"3347",4,33,FALSE,"YES",TRUE,"average",78.5
"3352",3,139,FALSE,"YES",TRUE,"average",60
"3355",2.5,7,TRUE,"YES",TRUE,"very_loud",35
"3357",4.5,25,FALSE,"YES",TRUE,"quiet",114
"3360",3.5,176,TRUE,"YES",TRUE,"average",108
"3362",3.5,53,TRUE,"YES",TRUE,"loud",86
"3364",3.5,36,TRUE,"YES",TRUE,"loud",91
"3365",4,67,TRUE,"YES",TRUE,"average",106
"3369",4.5,59,TRUE,"YES",TRUE,"average",50
"3371",3.5,51,TRUE,"NO",TRUE,"average",115.5
"3373",3.5,56,FALSE,"NO",TRUE,"average",62.5
"3375",4,80,TRUE,"YES",TRUE,"average",53
"3377",3.5,31,TRUE,"YES",TRUE,"loud",70
"3378",3,34,TRUE,"YES",TRUE,"average",90
"3386",3.5,42,TRUE,"YES",TRUE,"very_loud",129
"3389",4,128,TRUE,"YES",TRUE,"average",79
"3395",4,313,TRUE,"YES",TRUE,"average",75.5
"3398",4,94,TRUE,"YES",TRUE,"average",84
"3403",3,47,TRUE,"YES",TRUE,"loud",93
"3404",3,56,FALSE,"YES",TRUE,"very_loud",102
"3408",4,406,TRUE,"YES",TRUE,"average",110.5
"3409",3.5,95,TRUE,"YES",TRUE,"average",73
"3413",4,82,TRUE,"YES",TRUE,"quiet",33.5
"3414",3.5,82,TRUE,"YES",TRUE,"quiet",59.5
"3415",3,88,TRUE,"YES",TRUE,"quiet",78
"3423",4,74,TRUE,"YES",TRUE,"average",76
"3424",3,39,FALSE,"YES",TRUE,"very_loud",104
"3428",3.5,230,TRUE,"YES",TRUE,"average",97
"3429",3.5,21,TRUE,"NO",TRUE,"quiet",106
"3431",3.5,77,TRUE,"YES",TRUE,"average",138
"3435",3.5,118,TRUE,"YES",TRUE,"average",82
"3439",3.5,22,TRUE,"NO",TRUE,"average",107.5
"3441",3.5,89,TRUE,"YES",TRUE,"average",74
"3444",3,64,TRUE,"YES",TRUE,"average",101.5
"3445",4,51,TRUE,"YES",TRUE,"average",89
"3448",2.5,110,FALSE,"YES",TRUE,"loud",92
"3450",3.5,377,TRUE,"YES",TRUE,"average",70.5
"3455",3,47,FALSE,"YES",TRUE,"very_loud",105
"3456",3,54,TRUE,"NO",TRUE,"very_loud",105
"3457",3.5,31,TRUE,"YES",TRUE,"average",31
"3459",4,64,TRUE,"YES",TRUE,"average",111.5
"3462",3.5,107,FALSE,"YES",TRUE,"average",93
"3463",3.5,116,TRUE,"YES",TRUE,"average",66
"3465",3.5,74,TRUE,"YES",TRUE,"average",92
"3466",3,174,TRUE,"YES",TRUE,"loud",86
"3470",4.5,22,TRUE,"NO",TRUE,"average",88
"3471",3,72,TRUE,"YES",FALSE,"average",92
"3475",3.5,74,TRUE,"YES",TRUE,"quiet",36.5
"3479",3.5,25,TRUE,"YES",TRUE,"average",47.5
"3480",4.5,7,FALSE,"NO",TRUE,"average",89.5
"3481",4.5,209,TRUE,"YES",TRUE,"average",67
"3484",3,27,TRUE,"NO",TRUE,"average",62
"3485",4,20,TRUE,"NO",TRUE,"loud",69
"3487",4,13,FALSE,"YES",TRUE,"average",105
"3495",4,430,TRUE,"YES",FALSE,"average",26
"3497",4.5,313,FALSE,"YES",TRUE,"average",49.5
"3498",3,37,TRUE,"YES",TRUE,"very_loud",93
"3499",4,208,TRUE,"YES",TRUE,"average",30
"3502",4.5,135,TRUE,"YES",TRUE,"average",57
"3507",4,16,TRUE,"YES",TRUE,"quiet",58
"3509",3,34,TRUE,"NO",FALSE,"average",73
"3510",3.5,102,FALSE,"YES",FALSE,"quiet",46
"3511",4,27,TRUE,"YES",TRUE,"average",77.5
"3512",3,102,TRUE,"YES",TRUE,"average",88
"3513",4,171,TRUE,"YES",TRUE,"average",53
"3514",4,83,TRUE,"YES",TRUE,"loud",59
"3515",3.5,9,FALSE,"NO",TRUE,"average",111
"3519",3.5,30,TRUE,"YES",TRUE,"very_loud",40
"3523",4.5,45,TRUE,"YES",TRUE,"average",105
"3525",3.5,35,FALSE,"YES",FALSE,"average",80
"3528",3.5,103,TRUE,"YES",TRUE,"average",91
"3534",3.5,135,TRUE,"YES",TRUE,"quiet",39
"3535",3,31,TRUE,"YES",TRUE,"loud",105
"3536",4,262,TRUE,"YES",TRUE,"average",117
"3539",4,64,TRUE,"YES",FALSE,"loud",68
"3540",3,380,TRUE,"YES",TRUE,"loud",95.5
"3541",4.5,194,TRUE,"YES",TRUE,"average",83
"3545",4,79,TRUE,"YES",TRUE,"quiet",78
"3547",3.5,125,FALSE,"YES",TRUE,"average",69
"3548",4,58,TRUE,"NO",TRUE,"average",52
"3550",2.5,11,FALSE,"YES",FALSE,"very_loud",119
"3554",3.5,96,TRUE,"YES",TRUE,"average",53
"3555",3,29,FALSE,"NO",TRUE,"very_loud",79
"3556",2.5,58,FALSE,"YES",TRUE,"loud",38.5
"3561",4,147,TRUE,"YES",TRUE,"average",63
"3563",3.5,157,TRUE,"YES",TRUE,"average",74
"3564",3,12,FALSE,"YES",TRUE,"loud",99
"3565",3.5,80,TRUE,"YES",TRUE,"average",94
"3566",4,102,TRUE,"YES",TRUE,"average",67
"3567",3.5,139,TRUE,"YES",TRUE,"loud",83
"3570",3,25,TRUE,"YES",TRUE,"loud",58
"3572",4,21,TRUE,"YES",TRUE,"quiet",68
"3573",4,30,TRUE,"YES",TRUE,"loud",62
"3575",4,105,TRUE,"YES",TRUE,"average",91.5
"3576",3.5,5,TRUE,"NO",TRUE,"average",75
"3578",3.5,142,TRUE,"YES",TRUE,"average",86
"3579",3.5,85,TRUE,"YES",TRUE,"average",91
"3580",4,239,TRUE,"YES",TRUE,"average",85
"3581",4.5,171,TRUE,"YES",TRUE,"average",118.5
"3583",3,87,TRUE,"YES",TRUE,"average",80
"3586",4,88,FALSE,"YES",TRUE,"quiet",75.5
"3587",3,115,TRUE,"YES",TRUE,"average",105
"3589",3.5,155,TRUE,"YES",TRUE,"average",104.5
"3591",4.5,13,FALSE,"NO",TRUE,"loud",93
"3592",3.5,251,TRUE,"YES",TRUE,"average",105
"3593",4,188,TRUE,"YES",TRUE,"average",66
"3594",5,6,TRUE,"YES",TRUE,"average",95.25
"3595",4,926,TRUE,"YES",TRUE,"average",79
"3596",4,12,TRUE,"NO",TRUE,"loud",80
"3597",2,25,TRUE,"YES",TRUE,"average",100
"3598",4,48,TRUE,"YES",TRUE,"average",66
"3601",3,27,TRUE,"NO",TRUE,"average",84
"3604",3.5,5,TRUE,"YES",TRUE,"quiet",30
"3605",3.5,199,TRUE,"YES",TRUE,"average",78
"3612",4,233,TRUE,"YES",TRUE,"average",61.5
"3613",4,102,TRUE,"YES",FALSE,"average",98
"3615",4,88,FALSE,"YES",TRUE,"average",71
"3619",2.5,10,TRUE,"YES",TRUE,"average",114
"3620",2,32,TRUE,"YES",TRUE,"loud",48
"3621",2.5,48,TRUE,"YES",TRUE,"average",115.5
"3623",4.5,55,TRUE,"YES",TRUE,"average",75
"3624",3.5,46,TRUE,"YES",TRUE,"average",77
"3625",3,58,TRUE,"YES",TRUE,"very_loud",105
"3628",4,33,TRUE,"YES",TRUE,"average",104
"3629",3,138,TRUE,"YES",TRUE,"average",70
"3630",4.5,161,TRUE,"YES",TRUE,"average",25
"3631",3.5,8,TRUE,"NO",TRUE,"average",105
"3632",4.5,627,TRUE,"YES",TRUE,"average",72
"3633",4.5,23,FALSE,"YES",TRUE,"quiet",106
"3635",2.5,134,TRUE,"YES",TRUE,"loud",77
"3638",4,85,TRUE,"YES",FALSE,"average",14
"3643",4,1879,TRUE,"YES",TRUE,"loud",114.5
"3644",4,73,TRUE,"YES",TRUE,"average",73
"3645",3.5,177,TRUE,"YES",TRUE,"quiet",43.5
"3647",3.5,41,TRUE,"YES",TRUE,"average",92
"3649",3.5,86,TRUE,"YES",TRUE,"average",90
"3653",4,16,TRUE,"YES",TRUE,"average",128
"3655",4.5,11,TRUE,"YES",TRUE,"average",25
"3657",2.5,27,TRUE,"NO",TRUE,"quiet",100
"3660",3,21,TRUE,"YES",TRUE,"average",40
"3663",4.5,243,TRUE,"YES",FALSE,"average",38.5
"3664",4,81,TRUE,"YES",TRUE,"average",64
"3666",4,60,TRUE,"NO",TRUE,"average",75
"3669",2.5,109,TRUE,"YES",FALSE,"quiet",67
"3673",2,5,FALSE,"NO",TRUE,"average",79
"3674",3.5,81,TRUE,"YES",TRUE,"average",47
"3676",1.5,135,FALSE,"NO",TRUE,"loud",104
"3678",3.5,18,FALSE,"YES",TRUE,"loud",45
"3679",3.5,137,TRUE,"YES",TRUE,"loud",105
"3681",4,61,TRUE,"YES",TRUE,"loud",70
"3683",4,8,TRUE,"NO",TRUE,"average",92
"3685",3,172,TRUE,"YES",TRUE,"average",102
"3687",4,611,TRUE,"YES",TRUE,"average",79
"3688",3.5,52,TRUE,"YES",FALSE,"average",82
"3692",3.5,53,TRUE,"YES",TRUE,"average",73.5
"3697",3.5,27,FALSE,"YES",TRUE,"average",36
"3702",4,38,TRUE,"YES",TRUE,"average",65
"3705",4,102,TRUE,"YES",TRUE,"average",43.5
"3706",3.5,84,FALSE,"YES",FALSE,"average",79
"3707",3.5,151,TRUE,"YES",TRUE,"average",107
"3708",2.5,160,TRUE,"YES",TRUE,"loud",88
"3709",4.5,52,TRUE,"YES",TRUE,"average",68
"3711",4,32,TRUE,"NO",TRUE,"average",76
"3712",3.5,23,TRUE,"YES",TRUE,"loud",100
"3713",2.5,39,TRUE,"NO",TRUE,"loud",74.5
"3714",4,302,TRUE,"YES",TRUE,"average",45
"3716",3,49,FALSE,"YES",TRUE,"average",65
"3722",4,177,TRUE,"YES",TRUE,"loud",103
"3723",3.5,141,TRUE,"YES",TRUE,"average",86
"3725",3,51,FALSE,"YES",TRUE,"quiet",65
"3726",4.5,53,TRUE,"YES",TRUE,"quiet",43
"3727",4,22,TRUE,"YES",TRUE,"average",106
"3729",3.5,76,TRUE,"YES",TRUE,"quiet",60
"3730",4,73,TRUE,"YES",TRUE,"loud",108
"3733",4,110,FALSE,"YES",TRUE,"average",40
"3735",3.5,136,TRUE,"YES",TRUE,"average",43
"3737",4,35,FALSE,"YES",TRUE,"average",48
"3739",3,109,TRUE,"YES",TRUE,"average",118
"3741",4,75,TRUE,"YES",TRUE,"average",83
"3742",3.5,25,TRUE,"YES",TRUE,"loud",103.5
"3743",3.5,97,TRUE,"YES",TRUE,"loud",104.5
"3745",3,13,FALSE,"NO",TRUE,"loud",105
"3750",3,17,TRUE,"NO",TRUE,"average",95
"3751",4,164,TRUE,"YES",TRUE,"average",89
"3752",3.5,27,TRUE,"YES",TRUE,"average",80
"3753",4.5,429,TRUE,"YES",FALSE,"average",38.5
"3754",3.5,52,FALSE,"YES",TRUE,"average",78
"3756",3.5,17,TRUE,"NO",TRUE,"average",72.5
"3757",3.5,56,TRUE,"YES",FALSE,"quiet",43
"3759",3,8,TRUE,"YES",TRUE,"average",84
"3762",3,9,FALSE,"NO",TRUE,"average",104.5
"3765",3,19,TRUE,"NO",TRUE,"average",101
"3767",4,65,TRUE,"YES",TRUE,"quiet",83.5
"3770",3,16,TRUE,"YES",TRUE,"loud",100
"3772",3,142,TRUE,"YES",TRUE,"average",100
"3776",4,85,TRUE,"YES",TRUE,"average",58
"3777",4,54,TRUE,"YES",TRUE,"average",24
"3779",3,78,FALSE,"YES",TRUE,"average",78
"3782",3.5,53,TRUE,"YES",TRUE,"loud",88
"3783",4,10,FALSE,"NO",TRUE,"average",105
"3784",2.5,20,FALSE,"NO",TRUE,"average",101
"3788",3.5,133,TRUE,"NO",TRUE,"average",35.5
"3790",2.5,66,FALSE,"YES",TRUE,"average",78
"3792",4.5,31,FALSE,"YES",FALSE,"average",50
"3793",3,18,TRUE,"YES",TRUE,"loud",105
"3794",3,95,TRUE,"YES",TRUE,"average",61.5
"3795",3,18,TRUE,"YES",TRUE,"average",80
"3797",3,41,FALSE,"YES",TRUE,"average",86
"3798",3.5,134,TRUE,"YES",TRUE,"average",86.5
"3799",3,65,FALSE,"YES",TRUE,"average",100
"3801",3.5,70,TRUE,"YES",TRUE,"average",105
"3803",5,23,TRUE,"NO",TRUE,"average",38
"3804",3,125,TRUE,"YES",TRUE,"very_loud",88
"3806",4,32,TRUE,"YES",FALSE,"average",46
"3811",3.5,242,FALSE,"YES",TRUE,"loud",107
"3819",2.5,53,TRUE,"YES",TRUE,"loud",83
"3821",4,85,TRUE,"YES",TRUE,"average",26
"3822",4,13,FALSE,"NO",TRUE,"quiet",74.5
"3823",2,35,TRUE,"NO",TRUE,"very_loud",100
"3824",2.5,22,TRUE,"YES",TRUE,"average",72
"3826",3.5,48,FALSE,"YES",TRUE,"average",92
"3828",4,179,TRUE,"YES",TRUE,"average",89
"3829",4,56,TRUE,"YES",TRUE,"average",27
"3830",4.5,18,TRUE,"NO",TRUE,"quiet",98
"3831",3.5,244,TRUE,"YES",TRUE,"average",90
"3834",3.5,18,TRUE,"YES",TRUE,"average",85
"3835",4,87,TRUE,"YES",TRUE,"average",106
"3836",4,83,TRUE,"YES",TRUE,"loud",63
"3839",4.5,3,FALSE,"YES",TRUE,"average",90
"3840",3.5,103,TRUE,"YES",TRUE,"average",24
"3841",3.5,64,FALSE,"NO",TRUE,"average",78
"3842",3.5,109,TRUE,"YES",TRUE,"loud",49
"3843",4,32,TRUE,"YES",FALSE,"quiet",48
"3846",3.5,36,TRUE,"YES",TRUE,"average",24
"3851",4.5,78,TRUE,"YES",TRUE,"average",55
"3853",3.5,91,TRUE,"YES",TRUE,"average",62
"3856",3,166,FALSE,"YES",TRUE,"loud",98
"3857",3.5,203,TRUE,"NO",TRUE,"average",100
"3858",4,366,TRUE,"YES",TRUE,"average",101
"3860",3,119,TRUE,"YES",TRUE,"average",94
"3861",3.5,52,TRUE,"NO",TRUE,"loud",91
"3862",4,371,TRUE,"YES",TRUE,"average",100
"3863",4,9,TRUE,"YES",TRUE,"quiet",65
"3865",4,76,TRUE,"YES",TRUE,"average",56
"3866",4,24,TRUE,"YES",TRUE,"loud",26
"3867",4,8,FALSE,"YES",TRUE,"average",59
"3868",5,20,TRUE,"YES",TRUE,"quiet",37
"3869",2,30,TRUE,"NO",TRUE,"average",86.5
"3872",3.5,76,TRUE,"NO",TRUE,"average",58
"3873",3.5,182,FALSE,"YES",TRUE,"average",45.5
"3874",4,128,TRUE,"YES",FALSE,"average",75
"3879",4,91,TRUE,"YES",TRUE,"average",96
"3880",3.5,63,TRUE,"YES",TRUE,"very_loud",105
"3884",2.5,40,TRUE,"YES",TRUE,"average",90
"3888",4,40,TRUE,"YES",TRUE,"average",104
"3891",3.5,73,TRUE,"YES",TRUE,"average",76
"3893",4,133,TRUE,"YES",TRUE,"quiet",38
"3894",3.5,26,TRUE,"NO",TRUE,"average",46.5
"3895",3,50,TRUE,"YES",TRUE,"average",87.5
"3896",3.5,112,TRUE,"YES",TRUE,"average",49
"3897",3,147,TRUE,"YES",TRUE,"quiet",74
